Word,Frequency
anxiously,9
released,9
abilities,9
sailors,9
growed,9
saved,9
surrounded,9
ribbons,9
instrument,9
flannel,9
counsel,9
sorrows,9
locker,9
uncommonly,9
follies,9
valley,9
wedding,9
necessity,9
beds,9
whispers,9
countinghouse,9
distracted,9
rattattat,9
named,9
measure,9
views,9
disparity,9
feared,9
occasional,9
foreign,9
opportunities,9
faithfully,9
deserved,9
resist,9
parcel,9
pretending,9
patting,9
mental,9
stare,9
bursting,9
magistrate,9
crushed,9
yards,9
sons,9
pint,9
wonders,9
village,9
members,9
expedition,9
practice,9
incessantly,9
sounded,9
hasty,9
meantime,9
remembrances,9
terrace,9
release,9
sheffield,9
pressing,9
language,9
comfortably,9
suggest,9
parliament,9
inexperienced,9
sharply,9
bearing,9
urged,9
umbleness,9
sentence,9
dreaded,9
visitor,9
risen,9
modestly,9
liking,9
supply,9
topic,9
easychair,9
hopeless,9
reserved,9
discover,9
despairing,9
husbands,9
ruined,9
awe,9
wretch,9
humble,9
collar,9
chiefly,9
occupy,9
papas,9
wandered,9
inquiring,9
hint,9
daughters,9
branch,9
enable,9
passionate,9
alarming,9
flushed,9
folding,9
develop,9
hole,9
widow,9
jest,9
applied,9
previous,9
burden,9
gulpidge,9
fever,9
dismissed,9
appropriate,9
undisciplined,9
wept,9
attitude,9
local,9
furnished,9
field,9
premises,9
sore,9
animal,9
native,9
triumphant,9
polite,9
giddy,9
tossed,9
tut,9
haunted,9
helping,9
begging,9
scream,9
spring,9
wheels,9
heavens,9
shrink,9
unexpected,9
bite,9
stock,9
club,9
distinguish,9
beams,9
companions,9
adopted,9
owe,9
performed,9
desolate,9
beaten,9
elephant,9
entertainment,9
glorious,9
assisted,9
states,9
hungry,9
hid,9
inquiries,9
conceived,9
travelled,9
crupps,9
contracted,9
absolutely,9
happen,9
proceed,9
potatoes,9
merit,9
embraced,9
stayed,9
thumb,9
needle,9
fears,9
arter,9
project,9
sleepy,9
crossed,9
knocking,9
gallant,9
glimpse,9
depths,9
square,8
breathless,8
east,8
bestow,8
pot,8
handle,8
placard,8
failed,8
remains,8
companionship,8
willin,8
comprehended,8
enormous,8
peep,8
crept,8
jerk,8
businesslike,8
elbowchair,8
control,8
timidly,8
concealed,8
answers,8
centre,8
henry,8
halfadozen,8
fruit,8
keyhole,8
joint,8
pavement,8
skill,8
neighbours,8
sinking,8
conscience,8
excited,8
tasks,8
monster,8
refuse,8
ultimately,8
inner,8
ugly,8
milkman,8
visitors,8
reflected,8
sober,8
respecting,8
passages,8
cruelly,8
instructions,8
velvet,8
hasnt,8
rattling,8
brushed,8
glory,8
goodnatured,8
fourth,8
weve,8
sand,8
base,8
soil,8
tranquillity,8
jail,8
mustnt,8
forgiveness,8
chief,8
impatient,8
behaviour,8
chairs,8
inseparable,8
stagecoach,8
copperfull,8
pursuing,8
fervour,8
brighter,8
considerations,8
inform,8
corners,8
design,8
wishing,8
fierce,8
chapter,8
benefit,8
associations,8
wholesome,8
eyed,8
reddening,8
workbox,8
waltz,8
improvement,8
confined,8
cheerfulness,8
whos,8
veneration,8
tempted,8
yielded,8
dirt,8
hams,8
proved,8
calculated,8
shadowy,8
humbly,8
existing,8
highest,8
cotton,8
parts,8
bald,8
constitution,8
footing,8
persisted,8
cordially,8
betrayed,8
stir,8
suited,8
agree,8
finally,8
accommodation,8
nankeen,8
besought,8
butter,8
sincerely,8
formal,8
compassionate,8
transported,8
prayers,8
responsibility,8
midnight,8
flying,8
scattered,8
gathered,8
beheld,8
licence,8
scared,8
contented,8
inconvenience,8
twilight,8
impressive,8
indistinct,8
everywhere,8
remote,8
warmly,8
brave,8
confide,8
recollections,8
tower,8
protector,8
convenient,8
succession,8
unworthy,8
copyright,8
poorly,8
romantic,8
feast,8
shone,8
travelling,8
proper,8
concern,8
employer,8
plaything,8
stout,8
meand,8
mail,8
softening,8
entire,8
bargain,8
cease,8
airy,8
infinitely,8
fields,8
distinction,8
helped,8
orderly,8
offices,8
youngest,8
accept,8
infant,8
writhing,8
clapping,8
feebly,8
bitter,8
itll,8
induce,8
pencil,8
recognition,8
innocently,8
finds,8
fidelity,8
ignorant,8
fraud,8
complexion,8
reasons,8
vague,8
encouraged,8
guitar,8
range,8
stately,8
hills,8
francis,8
declared,8
confounded,8
fowl,8
active,8
nevertheless,8
masters,8
bath,8
dashed,8
offended,8
phaeton,8
wureld,8
record,8
pondering,8
assumed,8
declare,8
natral,8
tray,8
heavily,8
confided,8
cane,8
suspicions,8
stronger,8
sullen,8
recalling,8
amazed,8
ideas,8
horace,8
compensation,8
accompany,8
disappeared,8
train,8
reappeared,8
cases,8
gardengate,8
alarm,8
unnecessary,8
copperfields,8
imagined,8
liabilities,8
upward,8
stories,8
ceiling,8
acknowledgements,8
tapping,8
dropping,8
generosity,8
checked,8
deserve,8
lover,8
wave,8
job,8
darkness,8
lurking,8
sunlight,8
expedient,8
relate,8
colours,8
cook,8
instruments,8
proof,8
shy,8
obliging,8
principle,8
winder,8
dismiss,8
explain,8
forlorn,8
servants,8
amiss,8
caused,8
piano,8
particulars,8
umbrella,8
endure,8
cravat,8
jips,8
exercise,8
unchanged,8
theatre,8
lap,8
identical,8
included,7
forwards,7
granted,7
compromise,7
lovers,7
infer,7
decease,7
south,7
accomplished,7
blown,7
towers,7
inch,7
yonder,7
ages,7
housekeeper,7
report,7
exact,7
ninepence,7
shant,7
marrying,7
neatly,7
peoples,7
la,7
faults,7
clenched,7
guest,7
earlier,7
lines,7
figures,7
approval,7
medium,7
relenting,7
horror,7
backwards,7
kneeling,7
implored,7
copying,7
taste,7
construction,7
casting,7
chop,7
drop,7
admiring,7
tiny,7
chandlers,7
raise,7
sustain,7
fitted,7
personally,7
derived,7
gal,7
linen,7
refused,7
clapped,7
annies,7
struggling,7
vanity,7
innocence,7
strengthen,7
warmed,7
bade,7
debates,7
discomposed,7
sets,7
guide,7
parents,7
sanguine,7
raging,7
random,7
meekly,7
admit,7
folly,7
bloom,7
acknowledgement,7
expiration,7
darkly,7
mountains,7
possibility,7
strain,7
latin,7
sell,7
wash,7
friday,7
drowned,7
partial,7
behalf,7
conceive,7
praised,7
dialogue,7
ordinary,7
extensive,7
process,7
cancel,7
fame,7
conscientious,7
puts,7
writhe,7
transactions,7
courtyard,7
intellect,7
arches,7
forms,7
reported,7
boiled,7
impulse,7
mary,7
dutch,7
interruption,7
loaf,7
preference,7
wounded,7
volume,7
remorse,7
prey,7
sordid,7
rises,7
silently,7
coats,7
rejoiced,7
signal,7
tolerably,7
facts,7
happening,7
moaning,7
melted,7
awkward,7
secondly,7
produce,7
mounted,7
awake,7
grays,7
drunk,7
lays,7
afresh,7
parent,7
halfanhour,7
genuine,7
successful,7
coals,7
wood,7
attending,7
sobs,7
compared,7
coal,7
incapable,7
sternly,7
forbid,7
heartiness,7
kneeled,7
thoughtless,7
kiender,7
punishment,7
simply,7
cared,7
monday,7
venerable,7
impossibility,7
exhausted,7
warmth,7
pony,7
group,7
brass,7
statement,7
rush,7
repeating,7
motives,7
skeletons,7
chimney,7
relating,7
beloved,7
vaguely,7
sahara,7
insisted,7
roads,7
sums,7
lawn,7
unhappiness,7
negus,7
opinions,7
packet,7
lock,7
needlework,7
inclination,7
employ,7
interview,7
retiring,7
wiser,7
fiery,7
etc,7
poverty,7
shells,7
text,7
abashed,7
achieved,7
counter,7
aid,7
relinquished,7
hopkins,7
gummidges,7
recent,7
alluded,7
quarrel,7
inconvenient,7
earthly,7
discussion,7
eager,7
laboured,7
sarah,7
cheese,7
costs,7
despondency,7
devonshire,7
elderly,7
gentleness,7
fearful,7
abode,7
wheres,7
concealment,7
whither,7
borrowed,7
introduction,7
salt,7
brightened,7
modesty,7
chops,7
partnership,7
ingenious,7
brink,7
affair,7
france,7
reasonable,7
brings,7
restoration,7
properly,7
wednesday,7
strangers,7
imploring,7
bidding,7
driving,7
shows,7
flow,7
incident,7
intend,7
undergone,7
humming,7
informing,7
cookery,7
pledge,7
mercenary,7
orders,7
shilling,7
jorams,7
fervent,7
riding,7
petition,7
belong,7
scraping,7
jug,7
fellowpartner,7
tremble,7
fraught,7
cordiality,7
middlebay,7
ungrateful,7
served,7
satisfactory,7
acknowledged,7
driven,7
laughingly,7
smelt,7
remonstrance,7
proposing,7
disturbance,7
secondhand,7
theyll,7
helpless,7
absent,7
rights,7
eleven,7
disclosure,7
entry,7
deed,7
butterflies,7
beer,7
oblige,7
dye,7
sail,7
breathing,7
singular,7
chain,7
habits,7
motionless,7
rock,7
warehouse,7
consult,7
walker,7
procession,7
tin,7
plan,7
tumbling,7
revealed,7
using,7
match,7
orphan,7
separate,7
pleasantly,7
frightful,7
undersigned,7
intimate,7
reader,7
convenience,7
ancient,7
pillow,7
temporary,7
neighbouring,7
imposed,7
horizon,7
lighter,7
impatiently,7
pollis,7
hollow,7
ecstasy,7
barked,7
meek,7
washed,7
acted,7
laws,7
resigned,7
quaint,7
speaker,7
stepped,7
apprehend,7
bills,7
style,7
picked,7
remonstrated,7
season,7
unusually,7
joyfully,7
obey,7
decent,7
unaccountable,7
strolling,7
retirement,7
insensible,7
seized,7
articled,7
repeatedly,7
sleeve,7
scorn,7
painting,7
lank,7
dangerous,7
neglected,7
grin,7
shaded,7
stretched,7
families,7
fight,7
wot,7
hate,7
arranging,7
withdrew,7
influenced,7
curling,7
goods,7
bewildered,7
ocean,7
expectation,7
hiding,7
decision,7
tant,7
polished,7
gratified,7
undertake,7
preparing,7
lid,7
foundation,7
obstinate,7
afflicted,6
dish,6
flew,6
officers,6
liver,6
utterance,6
buttons,6
guitarcase,6
profitable,6
erect,6
advertisement,6
bashful,6
oughtnt,6
grinby,6
stocking,6
alighted,6
detain,6
fatigued,6
brief,6
press,6
journeys,6
promising,6
submitted,6
westminster,6
special,6
poured,6
errand,6
offering,6
lungs,6
exertion,6
sunshine,6
exalted,6
misfortunes,6
worry,6
sank,6
vividly,6
lightest,6
button,6
trew,6
enthusiasm,6
ends,6
examine,6
pump,6
faster,6
supposing,6
prepare,6
heights,6
asks,6
noon,6
assembled,6
china,6
politeness,6
waxcandle,6
kisses,6
mealy,6
yardmeasure,6
documents,6
restraint,6
joyful,6
deck,6
college,6
tablets,6
trifle,6
boatmen,6
flowerpot,6
injustice,6
parliamentary,6
withered,6
perceive,6
visiting,6
clearing,6
illused,6
holidays,6
swear,6
risk,6
barely,6
seafaring,6
loose,6
shelf,6
needed,6
deeper,6
queer,6
sob,6
vast,6
rattled,6
latent,6
competition,6
rattle,6
bowwindow,6
exclaiming,6
labouring,6
straw,6
undecided,6
rung,6
doorpost,6
edge,6
win,6
roast,6
destined,6
withdrawn,6
boiling,6
claims,6
military,6
repaired,6
confine,6
meal,6
thatll,6
scale,6
cake,6
seeming,6
echoed,6
curiosity,6
cheap,6
cooking,6
whistle,6
refreshment,6
harp,6
perseverance,6
avail,6
pocketbook,6
inscription,6
undertook,6
bitterly,6
privileged,6
dejected,6
estate,6
rags,6
davids,6
frighten,6
crossing,6
tumble,6
minnies,6
substitute,6
wured,6
holiday,6
remarks,6
vacant,6
afeerd,6
drooping,6
ribbon,6
mount,6
britannia,6
rule,6
omers,6
nineteen,6
ferocious,6
consistory,6
plainer,6
unconditionally,6
earliest,6
per,6
tidings,6
mawther,6
silk,6
fawning,6
wronged,6
fragments,6
cries,6
breathe,6
observant,6
soothing,6
qualified,6
dance,6
discretion,6
hamper,6
affirmative,6
arminarm,6
entertain,6
separated,6
removing,6
beings,6
sending,6
fondness,6
presentiment,6
keeps,6
waving,6
blissful,6
interests,6
vexed,6
orfling,6
grim,6
perspective,6
coffeehouse,6
involved,6
cherished,6
insupportable,6
smoothed,6
trials,6
falls,6
wherein,6
mast,6
crowded,6
delusion,6
guardian,6
vigorous,6
profits,6
exert,6
annual,6
overnight,6
communicate,6
carriers,6
reward,6
confound,6
bedside,6
chillips,6
gentility,6
thirty,6
settling,6
chariot,6
stipulation,6
proffered,6
guinea,6
henceforth,6
launched,6
morsel,6
preyed,6
prince,6
pattern,6
adapted,6
philosopher,6
host,6
tranquil,6
suspected,6
adams,6
probable,6
stooping,6
gentlemanly,6
accord,6
increase,6
composedly,6
owed,6
broker,6
vagabond,6
searching,6
reveal,6
big,6
lamp,6
appertaining,6
unbroken,6
happiest,6
detected,6
markham,6
indignant,6
fainted,6
standard,6
porter,6
encounter,6
writhed,6
retreat,6
imagination,6
honours,6
fog,6
apology,6
talks,6
sunk,6
lesson,6
ebooks,6
landlord,6
simplicity,6
tells,6
marble,6
giv,6
brightest,6
slices,6
copy,6
bony,6
region,6
star,6
secrets,6
secrecy,6
glare,6
speeches,6
sunny,6
pastrycooks,6
wistfully,6
moral,6
questioner,6
lovingly,6
beautifully,6
sprung,6
ruffled,6
paved,6
unpleasant,6
formidable,6
universal,6
certainty,6
cookerybook,6
repose,6
nailed,6
applying,6
tother,6
desirable,6
acknowledge,6
vision,6
haste,6
seats,6
elses,6
warned,6
county,6
artwork,6
lawyer,6
stuck,6
refreshing,6
eloquence,6
countries,6
yellow,6
joke,6
comprehend,6
acquired,6
cupboard,6
gridiron,6
twinkling,6
evident,6
engendered,6
stealing,6
muttering,6
lowestoft,6
advocates,6
curly,6
closet,6
altar,6
weeds,6
allowance,6
brain,6
sickly,6
prayed,6
reminds,6
larger,6
dearer,6
embracing,6
administered,6
dismissing,6
interesting,6
evermore,6
ay,6
syllable,6
resign,6
appealing,6
extraordinarily,6
paused,6
forest,6
virtuous,6
discharged,6
brick,6
lodger,6
startled,6
courts,6
combination,6
blaze,6
returns,6
score,6
chosen,6
objections,6
abandon,6
gazing,6
trip,6
plymouth,6
ecclesiastical,6
rouse,6
shine,6
lodgings,6
contemplate,6
bushel,6
spoon,6
founded,6
beforehand,6
shapes,6
value,6
begins,6
poker,6
selfdenying,6
lofty,6
anne,6
elevated,6
correct,6
professions,6
coldness,6
sustained,6
puzzled,6
trifles,6
tommy,6
pens,6
lowering,6
blooming,6
perceived,6
baker,6
believing,6
lion,6
household,6
namely,6
cunning,6
copperfieldi,6
inferior,6
signature,6
salary,6
confidences,6
wintry,6
aspire,6
managed,6
fluttered,6
guided,6
autumn,6
objected,6
pew,6
hearth,6
terror,6
deepest,6
royal,6
doll,6
growled,6
realization,6
dislike,6
triumphantly,6
stroll,6
soothed,6
deserves,6
considerate,6
retrospect,6
vent,5
smaller,5
overspread,5
eyeing,5
disinterested,5
ii,5
th,5
assisting,5
investment,5
gentlemans,5
steadfastly,5
imperfect,5
crumbs,5
flood,5
reconciled,5
allus,5
betwixt,5
panelled,5
sheep,5
discipline,5
betray,5
feathers,5
displayed,5
resemblance,5
visited,5
brow,5
mud,5
uncles,5
exultation,5
fleet,5
adelphi,5
becomes,5
favourites,5
yourselves,5
profoundly,5
anxieties,5
mute,5
guests,5
beein,5
tapped,5
gratefully,5
glittering,5
apples,5
beckoned,5
speculation,5
surveying,5
doorstep,5
demanded,5
headlong,5
schoolfellow,5
chorus,5
actual,5
gee,5
lightened,5
obstacles,5
haystack,5
enclosed,5
groaned,5
hoping,5
rapturously,5
pretends,5
songs,5
whip,5
useless,5
winding,5
destination,5
exceeding,5
biting,5
immortal,5
items,5
rests,5
kill,5
misgiving,5
calculation,5
apparently,5
failure,5
merits,5
narrowly,5
nurses,5
blighted,5
rosy,5
congratulate,5
enlarge,5
miscellaneous,5
hopkinss,5
creditors,5
malice,5
lent,5
daring,5
impressions,5
vanished,5
contemplating,5
attained,5
obscure,5
exchanged,5
relied,5
survey,5
wheeled,5
welcomed,5
discontented,5
veins,5
curse,5
insinuating,5
rapidly,5
mick,5
destiny,5
boatbuilder,5
gain,5
castle,5
dreaming,5
unaffected,5
alteration,5
debt,5
uncertainty,5
letting,5
neckkerchief,5
rugged,5
replaced,5
prevented,5
dartles,5
existed,5
wax,5
monument,5
transaction,5
landed,5
halfacrown,5
inferred,5
halfyear,5
lions,5
cell,5
abundance,5
ladder,5
compound,5
grasp,5
hats,5
representing,5
proudly,5
schoolmaster,5
desks,5
pious,5
fare,5
uproar,5
apply,5
quit,5
scrap,5
beaming,5
reasonably,5
stable,5
irish,5
precisely,5
talents,5
saving,5
ability,5
heaps,5
oysters,5
amazing,5
saucepan,5
shady,5
weaknesses,5
invariably,5
nautical,5
religious,5
exclusive,5
freshly,5
mended,5
establish,5
experienced,5
mort,5
serenity,5
halfguinea,5
avoided,5
waits,5
longlegged,5
tread,5
happens,5
series,5
experiences,5
decline,5
yore,5
confer,5
manners,5
windsor,5
fust,5
materials,5
teaspoons,5
anyhow,5
swoon,5
curled,5
scraps,5
blest,5
changing,5
sighed,5
esteemed,5
esteem,5
distances,5
complacent,5
concurrence,5
everythink,5
tormented,5
obeyed,5
egg,5
originated,5
revived,5
presided,5
doesnt,5
dart,5
echoes,5
novelty,5
goodnature,5
obtain,5
charm,5
disfigured,5
peculiarity,5
ardour,5
wills,5
muttered,5
lowly,5
serene,5
solicitude,5
fright,5
encourage,5
imaginative,5
painter,5
author,5
benignant,5
visage,5
sweeping,5
feels,5
passengers,5
runs,5
downcast,5
brokenhearted,5
harsh,5
stricken,5
unusual,5
frankness,5
strayed,5
feather,5
bewitching,5
dumb,5
contemplated,5
jones,5
stamp,5
complaining,5
itand,5
official,5
maintain,5
treatment,5
collection,5
roderick,5
rapturous,5
errors,5
unseen,5
rigid,5
seal,5
archway,5
robinson,5
crusoe,5
wrung,5
stitch,5
laughs,5
stipendiary,5
nowt,5
ticketporter,5
radiant,5
abrupt,5
reflecting,5
net,5
franciss,5
jealousy,5
repentance,5
writes,5
undisturbed,5
absurd,5
gentler,5
davys,5
remittance,5
waterbrooks,5
vicissitudes,5
unwell,5
fondly,5
cradle,5
invented,5
industrious,5
lad,5
merrily,5
forenoon,5
indebted,5
holborn,5
purity,5
fashion,5
carved,5
dated,5
slice,5
arched,5
fascination,5
devote,5
current,5
kettle,5
unreasonable,5
unconsciously,5
lantern,5
clasp,5
underwent,5
lean,5
losing,5
patronage,5
fold,5
magic,5
thousands,5
imbecile,5
impatience,5
reflect,5
rightly,5
bits,5
hitherto,5
involuntarily,5
situated,5
necessarily,5
grammar,5
ignorance,5
shortest,5
prettier,5
sundry,5
drooped,5
swallowed,5
delegates,5
restlessness,5
interpose,5
complaint,5
discussing,5
interrupt,5
pervading,5
reticule,5
yourn,5
himand,5
remotely,5
shuffled,5
unwholesome,5
signed,5
contest,5
containing,5
sealed,5
frowning,5
related,5
hug,5
bay,5
skirt,5
stating,5
imparted,5
planted,5
ticking,5
junior,5
penetration,5
modern,5
coaxingly,5
deluded,5
impudent,5
intoxication,5
caution,5
trod,5
developing,5
knowed,5
approbation,5
hovering,5
purposes,5
roared,5
positive,5
trifling,5
restrain,5
prisoners,5
vessel,5
snuff,5
mistakes,5
vainly,5
godmother,5
insinuate,5
bundles,5
brandy,5
disadvantage,5
blushed,5
pleasantest,5
works,5
intimacy,5
compliance,5
reminder,5
chancellor,5
dusk,5
proposition,5
madness,5
steel,5
rapture,5
playfully,5
bid,5
presents,5
hit,5
spine,5
punctual,5
remainder,5
tenderhearted,5
girlish,5
fetters,5
chinese,5
untimely,5
flourish,5
sweetness,5
stirring,5
tempting,5
brightly,5
reporting,5
oak,5
innumerable,5
oncommon,5
bor,5
fiercely,5
guineas,5
accepting,5
oppressed,5
indulgence,5
inkstand,5
exasperated,5
offers,5
speculations,5
civil,5
sees,5
operation,5
bush,5
dinnerparty,5
pleaded,5
confidently,5
headboy,5
tumbler,5
attorney,5
curiously,5
monotonous,5
fifteen,5
succeed,5
permit,5
haggard,5
traces,5
emigrants,5
continuing,5
guess,5
breathed,5
remind,5
volatile,5
secured,5
final,5
glove,5
disconcerted,5
smallest,5
wildness,5
unsuitability,5
drownded,5
brightness,5
measured,5
sunset,5
picking,5
pulling,5
correspondence,5
stages,5
educated,5
rum,5
rushed,5
